CLID	subtype	ACTR3B	ANLN	BAG1	BCL2	BIRC5	BLVRA	CCNB1	CCNE1	CDC20	CDC6	CDH3	CENPF	CEP55	CXXC5	EGFR	ERBB2	ESR1	EXO1	FGFR4	FOXA1	FOXC1	GPR160	GRB7	KIF2C	KRT14	KRT17	KRT5	MAPT	MDM2	MELK	MIA	MKI67	MLPH	MMP11	MYBL2	MYC	NAT1	ORC6L	PGR	PHGDH	PTTG1	RRM2	SFRP1	SLC39A6	TMEM45B	TYMS	UBE2C	UBE2T
TCGA-A8-A06O-01A	0	173.706	723.039	728.845	1578.99	613.523	1356.68	1794.51	93.4818	790.346	1122.12	302.201	4870.57	712.161	827.059	98.9207	8470.81	22998.9	655.732	33.9934	7647.15	36.033	1423.64	318.858	822.98	14.9571	27.8746	21.7558	7252.83	2021.25	314.099	12.2376	4541.85	6854.42	9054.47	1899.55	4012.92	3421.09	85.3234	6135.09	1778.19	616.3	877.708999999999	409.96	37919.3	58.4686	983.996000000001	688.366	659.811
TCGA-A8-A06P-01A	0	95.5056	315.268	3976.62	1838.73	104.131	1029.74	391.276	44.2829	274.62	503.966	389.623	550.562	113.681	1155.32	214.805	6725.38	6394.91	62.4587	67.0853	4410.11	88.5658	456.709	435.558	167.548	25.4461	50.5618	22.4719	4906.15	2222.74	101.124	3.8103	673.827	7459.02	14552.5	179.775	957.7	347.984	27.4289	11350	150.694	134.832	249.835	237.277	24248.2	828.486	375.846	133.179	138.467
TCGA-A8-A06Q-01A	0	364.563	1512.81	1031.42	73.8495	649.595	2201.71	2325.71	124.828	634.059	777.625	87.3519	3572.61	348.581	348.305	34.1692	6159.27	9621.93	503.996	303.665	6733.81	17.9113	1409.48	191.237	572.885	0	0.2756	0.2756	5040.78	7898.32	840.452	2.9788	2185.73	4335.35	494.627	865.803	794.434	6298.7	137.503	4456.48	2764.4	643.703	1944.06	128.961	10154.6	46.8449	213.615	564.067	742.904
TCGA-A8-A06Y-01A	0	343.307	225.696	1466.11	1716.12	105.742	1266.8	621.596	91.935	99.3892	354.488	458.018	619.112	103.945	826.173	56.7347	9152.91	36465.5	155.296	38.0992	8330.88	120.095	812.092	251.786	95.6621	176.416	180.143	161.922	2680.19	4796.77	130.862	3.313	625.738	5826.69	3506.37	204.162	3143.18	4820.79	63.3606	122.994	965.316999999999	146.599	271.25	62.9465	26291.3	20.292	139.157	181.799	317.631
TCGA-A8-A06Z-01A	0	221.899	561.586	1002.98	2376.8	402.528	2369.7	1412.45	51.675	748.021	743.208	12.9188	2013.3	455.449	1451.71	14.6919	10682.8	17063.4	224.685	9.1191	9790.64	15.1985	1276.17	520.803	767.526	9.3724	12.4121	5.3195	6729.4	2352.73	215.312	2.4216	2463.68	5245.27	1185.23	457.982	654.297	6999.68	95.4974	2350.31	2227.6	534.228	1153.82	20.2647	117534	110.189	396.2	499.525	452.916
TCGA-A8-A079-01A	0	130.792	1516.65	1439.25	2009.32	1413.93	422.872	3526.3	67.7679	3160.36	850.826	748.835	7183.4	666.836	1038.54	32.5286	4722.07	32339.2	557.73	95.8916	7359.93	27.446	735.281999999999	388.988	2508.77	171.792	253.791	192.8	5264.21	1802.96	538.755	4.1	7995.26	12100	4259.89	2663.62	2361.03	3141.38	117.577	2949.36	6603.64	1315.37	1392.29	40.6607	55560.5	58.2804	2518.9	3195.26	950.445
TCGA-A8-A07C-01A	1	757.447	1384.57	898.886	897.34	1157.33	230.319	1788.03	283.245	1006.12	1697.34	876.33	9335.11	1268.62	40.6915	219.944	3539.63	29.2553	1462.23	15.1596	293.883	1515.96	469.947	629.521	984.308	530.053	877.66	460.372	206.915	2490.69	1584.57	389.777	10794.1	4.7872	1302.93	1485.64	1958.24	71.2766	312.766	13.8298	2331.91	683.245	1959.04	57061.4	2592.55	4.2553	2907.75	765.16	1273.14
TCGA-A8-A07E-01A	0	121.776	863.324	1343.18	1196.28	340.258	1960.17	1131.52	90.2579	821.777	288.252	722.923	3608.6	599.14	1081.66	734.668	3874.5	14781.1	308.31	135.53	5866.76	394.556	1387.68	201.146	664.756	5031.52	811.748000000001	3820.92	1807.16	2493.12	601.146	34.384	5096.28	3564.47	9006.88	1258.45	1138.11	2785.1	80.2292	285.1	788.539	340.974	2304.3	2287.97	7759.89	31.5186	749.072	570.201	286.82
TCGA-A8-A07F-01A	0	186.914	872.45	1365.61	1982.34	168.162	2311.44	562.399	66.5381	191.332	244.341	1561.85	3377.43	331.863	491.996	218.383	5510.24	8999.22	327.721	540.036	9309.27	33.131	828	334.071	221.978	330.206	408.34	413.862	6488.99	2440.65	447.269	3.8432	2630.88	3760.37	16124	362.509	1554.95	9502.81	57.4271	91369.4999999999	117.339	147.157	414.966	175.594	9510.54	355.054	324.386	169.52	473.774
TCGA-A8-A07G-01A	0	142.17	278.846	1059.24	1120.54	164.227	1476.99	717.376	39.4918	178.915	271.978	772.321	1446.43	139.767	572.459	248.97	12956	26692.3	149.725	248.283	6699.18	100.618	1149.73	251.03	151.099	1676.17	1472.53	1711.2	5582.42	2346.5	65.5907	37.943	844.093	2836.2	16481.8	194.025	452.61	3933.72	50.8242	1429.17	814.904	200.206	537.088	577.953	48067.7	445.398	142.139	133.242	269.231
TCGA-A8-A07J-01A	0	142.151	154.112	821.369	1922.94	66.2358	1410.93	316.044	17.4813	118.229	78.2059	34.5026	500.978	132.03	489.017	166.072	7841.75	4565.38	28.5221	9.6607	4629.79	71.3053	1123.86	261.76	107.648	40.9431	63.0247	51.9839	3422.2	1670.39	63.4848	0.46	751.696	4341.35	9690.63	126.969	324.324	3755.72	22.0817	2266.9	286.142	79.1259	299.022	1002.88	6779.99	971.133	236.007	97.0673	55.2041
TCGA-A8-A07L-01A	0	218.986	1330.02	1862.81	1230.29	1344.42	1460.93	2752.23	85.3324	1703.22	839.273999999999	503.084	2291.98	1164.15	1857.09	136.052	6715.22	49884.2	231.666	320.082	8530.84	120.631	1870.46	303.633	1388.62	87.3886	79.5065	80.8773	1043.52	2845.1	988.348	1.0281	3927.69	3773.82	15328	2636.39	1356.41	8372.86	206.991	831.539	401.302	754.284	2833.45	50.7197	50286.2	23.6463	918.979	1353.67	1208.02
TCGA-A8-A07O-01A	1	380.383	4796.95	1464.46	555.024	1708.16	358.254	1994.02	1651.61	4350.48	1067.28	9574.16	7526.91	1245.81	274.821	525.114	2879.49	438.696	1350.78	247.01	174.641	2116.93	78.3493	734.45	2234.15	4.1866	222.787	2.6914	129.785	2148.03	1077.45	69.4468	5301.14	91.5072	1118.12	2917.46	15598.4	153.409	555.622	48.1459	2024.52	700.957	1784.99	1860.05	5051.14	5.6818	1847.07	1574.16	1490.43
TCGA-A8-A07R-01A	1	435.174	2213.69	758.965	53.1212	2137.14	505.402	2331.93	772.509	1808.52	1277.61	5909.06	2988.6	726.29	70.5282	1056.12	5884.15	13.8055	948.679	423.469	22.509	2913.27	378.451	623.649	1127.55	511.405	13752.7	7960.68	67.527	2694.18	1218.19	1162.16	7144.36	261.705	3123.95	3920.77	2907.26	48.3193	182.473	4.8019	5744.6	867.347	1277.61	12592.4	2373.05	9.0036	2597.79	1755.1	1031.21
TCGA-A8-A07S-01A	0	188.436	774.496	2755.59	3114.05	444.465	1505.15	978.663	40.4987	539.202	459.878	87.6914	3859.43	505.732	653.669	46.1886	7228.18	21113.5	282.152	5.3552	10786	66.6053	689.482	235.629	529.83	172.705	214.208	242.323	8285.16	2074.47	286.168	1.0577	2434.61	5675.51	11067.2	561.961	774.496	119.488	31.7965	753.35	1887.37	358.129	1568.4	130.868	104899	222.241	573.361	443.478	497.699
TCGA-A8-A07W-01A	0	172.559	1231.43	1093.14	739.811	747.943	2327.16	1782.79	51.1639	845.317	1000.08	2477.79	5052.2	728.688	1133.23	55.9307	6366.57	33142.4	357.512	30.5077	6746.33	34.6389	740.447	616.509	1145.94	15.2538	122.666	10.487	2595.38	1722.73	555.812	2.2944	3843.65	5545.72	4244.38	3433.38	661.635	128.069	469.691	3647.49	1850.8	785.89	1694.13	67.3711	20527.8	225.63	759.266	1358.23	868.197
TCGA-A8-A07Z-01A	0	141.498	598.909	3837.91	3797.84	276.083	1993.74	1423.33	70.7489	684.397	463.798	480.994	1608.55	380.767	2191.74	16.7046	7371.64	15518.1	219.616	35.8658	9494.11	69.275	338.022	390.593	419.089	341.953	686.362	402.876	4086.24	2944.92	365.536	4.9868	1737.28	7140.23	3016.16	691.276	505.068	3707.93	124.793	4996.49	482.468	659.34	719.28	149.85	35402.9	687.837	1094.08	912.857	606.279
TCGA-A8-A081-01A	0	234.33	1046.29	1509.71	822.887	330.104	1389.6	869.181	76.4629	514.694	1240.05	492.588	3768.53	784.915	946.944	104.291	14986.7	22152.4	549.545	1268.4	8777.89	55.1365	5758.65	886.606	534.981	76.9831	67.1001	119.116	48.6346	3757.87	564.109	3.4434	5324.32	5725.88	614.824	2239.27	171.912	227.048	288.166	14.5644	1353.19	427.828	1885.31	88.4265	12551.9	6.762	627.342	853.836	614.564
TCGA-A8-A082-01A	0	129.6	890.4	2118.42	983.6	366.684	399.6	1201.6	71.6	811.2	716.8	82.4	2887.2	634.8	2355.6	67.2	5049.2	9030	240	32.8	7084.4	39.2	528	960.4	970.4	0	6.4	0	3810.4	1650	562.8	0	4247.6	8599.2	19760.8	652	1388.8	94	174.4	3417.34	354.8	742.8	1710.4	42	7809.2	347.2	1181.93	899.6	517.2
TCGA-A8-A083-01A	0	54.026	127.532	2692.24	4231.17	35.3299	2183.12	491.169	17.1429	156.883	110.39	68.3117	473.247	33.5065	769.351	3.3766	9778.95999999999	44694.5	16.8831	307.792	11789.9	31.9481	1218.18	436.104	47.2727	4.6753	21.2987	5.4545	4630.65	3156.62	52.2078	0.8468	231.948	11380.5	983.117	36.3636	355.065	3585.19	17.4026	2135.27	34.5455	76.1039	194.286	11.1688	63577.9	339.481	168.673	69.8701	174.026
TCGA-A8-A084-01A	0	133.037	865.9	1907.01	597.892	348.274	981.533	1497.05	82.7613	549.55	278.062	207.29	6284.06	407.232	965.29	81.9878	5710.14	14323.5	583.583	183.312	9475.00999999999	49.5021	1963.84	284.25	623.803	381.321	612.588	386.348	1802.57	1499.37	498.888	5.801	2449.97	8211.16	29727.2	1133.13	139.611	5284.73	188.727	27.0714	2608.14	311.708	2934.55	94.3633	13279.7	292.372	657.778	606.787	673.692
TCGA-A8-A085-01A	0	217.628	807.883	1231.4	5255.95	519.492	93.8218	612.743	82.4568	464.031	709.225	30.2261	2218.84	420.505	996.252	62.1448	8797.49000000001	18405.5	329.585	24.6645	8703.91	41.1075	1446.98	656.027	486.277	0	3.1435	1.9345	13715.9	4149.2	365.373	9.3773	3205.9	8598.48	10235.5	1246.77	2747.91	113.408	160.561	17.8938	116.552	224.882	1541.29	21.7628	13625.4	2800.15	1190.67	392.456	440.334
TCGA-A8-A086-01A	0	220.955	544.418	1447.23	3954.37	422.999	1245.1	978.827	56.5669	538.167	714.743	486.913	1563.56	376.904	1581.37	159.387	4309.71	16918.5	220.33	46.5661	4794.75	132.823	1422.61	490.976	509.102	1272.29	1261.04	1511.37	8346.59	2471.44	339.401	22.083	2097.98	3770.29	32834.8	940.386	2786.78	1575.44	63.1299	22062	658.176	498.789	571.607	988.202	113048	40.9407	1558.85	498.164	265.646
TCGA-A8-A08A-01A	0	251.099	356.748	2862.79	2009.51	157.27	877.399	538.379	26.7742	365.432	165.349	45.5885	1239.57	185.249	915.389	65.1229	9031.23	21017.8	135.68	81.0463	11258.9	29.3069	873.057	399.081	224.325	5.789	17.7289	7.2363	4469.12	1595.24	122.655	0.7236	958.083	7902.74	16612.7	271.722	1022.85	7871.26	27.4978	4348.28	650.541	202.616	563.344	75.6191	11552.7	248.204	458.15	232.646	285.833
TCGA-A8-A08F-01A	0	246.945	1111.04	744.584	708.107	1211.26	903.623	836.468	87.9821	823.292	1490.6	363.404	4110.08	726.809	1506.32	97.7579	6463.93	17636.8	1071.51	59.0798	4844.97	37.8281	920.2	449.687	1058.34	0	6.3755	2.9752	1400.49	9886.3	651.153	1.7554	4669	6657.32	12582.7	3166.51	1660.18	1188.82	229.094	354.054	1554.78	655.828	2156.2	45.4787	47558	5.9505	1134.86	1196.47	860.27
TCGA-A8-A08I-01A	0	117.796	656.039	1111.54	3731.96	247.903	908.835999999999	1123.91	121.546	1099.87	594.494	245.077	3026.51	323.387	576.626	130.369	3283.94	38238.6	260.077	211.988	7162.6	375.226	626.92	245.518	922.292	123.752	95.516	127.061	4790.36	2392.97	889.204	13.7406	3229.46	2728.94	697.289	856.336	691.774	269.783	195.885	6063.05	1287.37	293.828	839.571	99.7073	63215.3	50.736	1985	750.672	520.816
TCGA-A8-A08J-01A	0	102.462	675.649	952.621	520.625	388.619	1233.2	1027.94	86.8263	372.921	3167.66	541.916	878.576	428.144	759.481	72.8244	117929	2964.4	302.062	1799.73	7489.69	59.8802	1486.36	9159.68000000001	536.593	444.112	755.156	426.813	1296.07	2463.41	300.732	4.3812	1954.09	9854.29	12043.9	1076.51	344.311	1858.62	101.796	632.735	956.42	425.482	2972.39	52.8942	7893.21	477.046	713.739	1269.79	1009.65
TCGA-A8-A08L-01A	0	290.292	679.886	560.26	1235.09	1009.79	616.117	1070.43	295.051	976.206	1049.18	161.485	6122.14	509.518	527.601	1106.55	11039	2134.84	759.201	1438.45	6846.13	28.236	2184.33	1043.15	1007.93	0.9518	9.835	28.5533	1736.99	2736.68	679.251	2.703	4288.07	5708.12	6079	2512.37	235.406	112.31	307.424	7.297	10005.4	463.832	3550.76	44.4162	4340.74	188.135	791.355	1457.49	628.807
TCGA-A8-A08O-01A	0	167.864	770.176	1471.29	7208.16	162.154	2406.33	943.872000000001	59.9813	394.043	330.313	1132.98	1721.96	334.479	1509.94	308.237	10819.5	5899.82	120.796	39.1544	11235.2	131.625	1376.65	461.522	513.59	2777.88	2291.78	2764.55	5412.06	2997.4	253.254	41.8786	2326.36	6030.2	19439.8	340.727	1868.58	978.028	63.7301	3931.34	255.753	273.664	531.501	1951.47	33403.3	119.963	636.897	373.217	175.778
TCGA-A8-A08R-01A	1	334.761	4144.43	626.815	370.869	1231.15	343.635	1069.46	76.4994	3311.81	1607.41	2527.54	7440.33	1123.01	120.257	772.326	10288.2	46.5116	1069.16	56.9155	109.241	3213.89	340.575	1316.71	1638.92	1554.16	423.195	107.099	51.4076	2364.14	812.73	178.369	4751.22	117.197	6738.98	2632.8	5009.79	61.5055	191.554	35.4957	2378.21	761.016	1766.83	5836.29	2182.37	6.7319	2877.28	1504.9	1379.44
TCGA-A8-A08Z-01A	0	182.768	779.7	1018.68	1102.81	163.704	788.185	607.05	33.9426	394.582	211.815	1486.29	2511.1	277.089	887.076	185.052	6293.08	5469.32	139.034	13.0548	5310.05	78.9817	452.676	347.911	306.462	27.7415	87.7937	105.744	2847.58	1876.63	267.624	0.6527	1453.33	3578	18485.3	278.721	1675.59	430.157	78.329	7416.98	174.608	156.005	329.961	100.196	6767.3	205.614	420.79	247.715	236.619
TCGA-A8-A091-01A	0	246.512	648.96	3987.35	5728.52	135.129	409.547	478.335	19.0942	190.208	292.779	134.149	1271.24	135.373	825.949	125.826	8017.63	19002	79.3146	1409.06	13323.9	47.4908	1492.29	619.829	189.719	193.88	81.2729	254.1	1259.73	1871.97	136.108	7.814	1671.24	9723.87	4564.5	193.391	640.881	140.269	55.5692	36.7197	274.663	129.253	345.9	535.863	39005.4	227.417	653.692	205.141	178.703
TCGA-A8-A092-01A	0	180.378	1307.37	752.552	420.195	922.598000000001	1144.35	2223.97	201.858	1039.31	1297.37	572.03	6829.63	1175.54	690.908	46.7746	11948.2	4500.91	796.84	1498.05	9888.7	22.069	1703.44	694.439	811.847	484.636	572.618	563.202	1622.81	1950.32	644.71	10.8109	5760.61	3694.65	7989.58	3069.66	4056	1021.65	216.571	4979.06	645.887	660.6	940.73	113.876	11486.2	400.48	529.537	1447.73	900.711
TCGA-A8-A093-01A	0	196.989	345.223	1521.09	3868.78	229.951	182.919	857.984	25.5236	363.874	215.969	287.304	1692.41	191.427	1433.9	150.851	10651.8	24654.1	169.175	9.8168	8741.16	30.4319	1639.07	699.935	344.568	201.898	242.147	230.694	9884.16	1881.22	178.338	9.4895	1409.36	7013.42	16487.2	376.309	1097.51	13688.2	33.7042	7607.52	861.256	254.581	479.385	297.448	32497.7	276.505	228.043	295.812	243.783
TCGA-A8-A094-01A	0	210.493	2704.56	927.464	283.573	379.594	1443.47	1657.09	168.02	863.835	466.583	499.688	2535.92	759.525	198.001	69.9563	4753.28	1316.05	252.342	4967.52	4542.79	124.922	1625.86	246.721	779.513	1016.86	1653.97	1226.73	62.461	2000	530.918	6.8707	4422.24	2748.28	12135.5	2597.75	163.023	377.889	429.731	270.456	144.285	393.504	1663.34	126.796	13670.8	431.605	472.361	2131.79	469.082
TCGA-A8-A095-01A	0	237.073	1484.45	923.492	1260.05	330.2	2295.02	1404.62	171.981	669.081	597.822	575.553	5228.63	517.655	898.274	120.935	4955.58	15671.5	575.896	34.9443	9831.34	75.3701	1416.96	250.434	562.192	564.59	691.007	617.692	2935.32	3373.84	617.35	7.537	3788.03	6302.99	6029.95	959.256	706.766	13343.2	101.75	6244.83	1839.37	395.693	1649.58	272.36	18562.3	58.5831	1509.34	541.979	602.618
TCGA-A8-A096-01A	0	92.79	1121.84	1303.35	2846.39	247.363	1871.68	691.118	33.2288	522.257	232.602	586.207	2703.66	451.202	937.304	92.163	6078.58	15552.1	180.773	44.0961	9035.53	54.7544	488.192	413.166	370.115	1.0449	36.7816	82.7586	240.752	2128.32	252.456	1.093	2872.94	7709.72	22138.3	243.887	1468.34	6896.76	43.6782	327.064	118.913	327.482	1206.06	40.7524	7722.05	728.736	660.221	386.834	208.568
TCGA-A8-A09A-01A	0	239.692	836.883	1696.81	1143.18	272.442	1274.13	323.063	53.0131	285.002	502.492	1238.79	2426.37	316.719	797.01	416.856	18285	11097.4	107.386	1170.37	7061.17	224.286	2173.09	508.382	327.141	1490.26	2546.9	3200.72	669.234	2685.09	159.493	42.2519	1635.25	5189.4	8789.31	458.994	921.613000000001	261.894	117.807	417.309	425.011	116.901	1217.04	3394.2	133530	37.1545	506.715	374.264	309.923
TCGA-A8-A09B-01A	0	233.014	441.648	934.454	2440.21	105.818	1585.12	848.117	46.3242	301.282	324.966	157.433	1499.79	161.264	1849.14	102.053	9610.36	25216.1	219.779	98.2213	8508.68	76.2782	1167.51	513.746	314.169	283.17	256.351	251.823	7401.08	2449.26	112.85	12.3856	1281.06	9908.16	12782	408.907	1623.09	10693.9	38.6616	27069.1	601.867	212.813	558.677	574.351	25886.5	180.072	235.912	244.16	256.699
TCGA-A8-A09C-01A	0	244.49	879.807	674.238999999999	1213.17	315.346	973.677	919.782	69.9563	585.705	341.929	91.7284	2556.97	383.689	844.472	64.9451	5114.66	24259.1	266.976	216.65	11428.2	37.1197	1195.68	329.08	189.167	83.5192	109.574	89.5869	2464.17	3643.79	115.285	3.6334	2044.79	10207.9	11744.8	862.318	3523.51	6197.2	123.137	10480.4	153.476	362.63	979.031	233.425	26840.4	96.7253	982.632	503.257	529.669
TCGA-A8-A09D-01A	0	308.741	1119.09	1116.17	1198.08	490.774	1163.99	1414.19	62.5501	640.337	252.205	208.901	1590.62	354.05	1324.38	331.592	4611.47	3342.02	115.477	672.815	4894.95	109.062	1295.91	262.63	665.197	12.0289	120.289	9.2221	3153.97	13870.5	291.099	0	2530.07	3473.94	14901	522.855	1105.85	536.087	153.569	113.071	313.954	369.687	1631.52	871.692	3755.81	70.1684	713.28	609.062	310.345
TCGA-A8-A09K-01A	0	199.515	582.094	2248.77	2850.57	540.352	601.076	427.291	67.911	300.327	180.955	22.7776	1926.39	330.275	1556.47	35.8536	7842.24	39849.4	178.846	25.7303	9480.12	24.043	1061.69	894.232	441.211	39.6499	21.0904	55.2568	7962.46	5112.73	263.208	0	1680.9	11275.8	2079.09	388.063	2214.07	108.404	60.7403	333.11	338.711	184.752	947.800999999999	63.6929	47325.1	4.2181	703.63	463.566	257.724
TCGA-A8-A09M-01A	0	242.198	520.672	1247.57	2591.62	687.728	1441.45	891.26	105.984	389.793	746.51	92.1135	1409.44	323.642	1781.81	12.4478	7586.02	18121.5	246.821	31.2972	5753	31.6529	1345.78	394.416	454.166	2.1339	2.4896	6.4017	4207.7	4983.37	269.227	1.5755	1886.37	4630.57	10040.7	1395.57	1552.77	5914.47	215.88	1494.31	1053.44	556.593	1053.44	32.3642	94279.0000000001	65.084	599.253	1188.58	480.484
TCGA-A8-A09Q-01A	0	100.425	645.077	935.44	637.553	391.299	743.866	1648.35	47.105	471.377	450.442	1085.7	2853.12	451.423	498.528	103.696	4014.39	25352.3	219.823	203.14	6987.24	41.8711	1156.04	429.506	417.076	15.0474	21.9169	21.5898	6592.41	2238.47	263.33	7.1802	2881.58	4742.89	5951.26	778.868000000001	3962.05	800.785	63.788	6538.15	183.513	437.03	415.113	50.7033	4586.2	72.9473	470.638	595.028	353.288
TCGA-A8-A09R-01A	0	111.407	666.139	1291.57	1099.1	331.69	963.512	1197.84	94.4225	297.373	433.825	524.793	3032.75	287.873	1254.26	112.271	12436.4	7385.1	236.92	23.0299	8278.95	47.4991	722.562	631.306	392.947	149.406	315.797	240.086	733.501	2224.11	182.512	5.7575	2118.75	4193.16	20709.9	726.017	478.733	129.543	82.0439	143.98	467.506	349.766	1736.16	70.2411	49892.8	136.452	419.788	452.825	442.749
TCGA-A8-A09T-01A	0	222.484	558.962	1389.39	2650.94	158.16	1842.77	878.145	29.0881	412.736	384.434	1311.32	1953.62	282.233	779.874	39.3082	6267.3	10967.8	140.723	136.792	8311.32	48.7421	1029.09	386.006	382.862	393.868	158.019	194.182	4311.32	3025.94	172.956	27.5157	1180.82	5874.21	12959.9	436.321	426.887	1165.88	44.8113	16732.7	420.598	286.95	680.818	486.635	34546.4	508.648	858.2	172.956	280.66
TCGA-A8-A09V-01A	0	184.493	1128.13	1458.91	4137.2	125.615	1386.58	610.668	12.0979	265.329	160.847	173.22	3491.06	236.184	570.525	120.704	6371.19	9923.55999999999	110.531	34.369	11414.6	44.2673	1472.09	557.327	263.129	135.826	74.237	102.557	4674.18	2447.9	154.523	6.5988	1977.18	14912.6	3449.55	106.681	660.159	6847.13	37.9434	13913.7	571.35	147.649	353.038	241.958	44775.4	252.681	486.692	205.114	241.683
TCGA-A8-A09W-01A	0	52.8357	2359.16	1805.58	280.113	1456.01	1794.32	2298.77	140.057	1801.03	663.801	414.719	6045.08	1209.77	418.493	51.1584	7328.65	11716.1	404.655	77.5763	7202.01	108.607	2521.44	382.011	1167	0.8387	1.258	0	835.727	2494.18	801.342	0	10739.5	6963.41	2268.58	1007.23	727.12	12925.9	120.348	39.4171	971.171	781.214	2908.48	83.4469	25428.7	106.091	1795.36	910.787	1062.17
TCGA-A8-A09X-01A	1	97.6922	1693.06	2347.23	281.486	772.692	1438.89	2301.15	134.534	861.016	423.057	285.626	3356.31	760.012	741.799	180.482	6549.93	95.2085	435.062	10082.6	4543.1	68.7157	758.357	310.877	504.605	2.0698	9.9348	1.6558	497.982	2262.24	664.804	0.8817	6277.97	3850.56	4560.9	2097.9	2073.06	196.626	135.362	26.0789	102.66	805.547	2345.03	576.633	5123.87	1978.27	566.06	725.655	555.107
TCGA-A8-A09Z-01A	0	145.967	1357.96	2477.76	1386.87	193.676	2473.59	348.68	8.5653	371.52	288.365	8.2084	1362.6	284.797	177.016	108.851	10942.2	10397.6	160.243	17.8444	3973.23	48.8936	1402.57	1357.6	295.86	1.0707	1.7844	0.3569	37.1163	1775.16	154.889	0.7138	1430.05	11081.7	1174.52	169.522	2283.01	1535.33	20.3426	2.4982	9.2791	264.811	592.791	2.1413	2622.41	2621.34	327.523	278.373	304.782
TCGA-A8-A0A1-01A	0	197.791	399.598	1059.95	1938.76	160.869	1105.42	918.173	25.6024	497.992	229.418	167.169	2412.15	257.028	993.474	167.169	6070.78	24451.8	167.169	23.5944	8325.8	88.3534	640.562	354.418	300.201	60.743	72.2892	71.2851	5600.4	2552.71	164.659	7.5301	1861.95	12678.2	8332.33	286.647	551.707	10606.4	37.6506	1344.88	457.329	266.566	778.112	827.811	19151.6	66.2651	469.337	276.606	190.763
TCGA-A8-A0A2-01A	0	130.679	327.434	1555.85	3611.5	133.268	581.121	651.032	17.4041	188.496	194.985	449.262	1268.73	137.758	999.41	94.3953	7533.04	25722.4	122.714	74.6313	10106.2	93.8053	1161.65	387.611	161.062	426.254	340.413	453.982	8810.91	2863.42	92.6254	16.0088	915.929	13136.9	7272.57	182.596	1870.5	10666.4	27.4336	5775.8	86.1357	182.301	342.183	163.717	19569.6	758.407	302.139	173.451	79.646
TCGA-A8-A0A4-01A	0	113.164	512.284	1558.19	2150.55	259.628	1751.86	1382.34	33.5139	718.59	616.743	817.826	2228.46	213.27	1009.77	1186.47	9404.35	9116.21	181.062	855.257	6208.77	444.821	685.076	433.069	435.68	10444.6	2377.74	8206.55	5972.44	2418.22	287.262	88.7509	2634.97	22749.8	991.924	532.74	823.049	764.726	48.7475	2896.86	1230.44	285.956	830.883	5935	11755.1	326.434	543.991	356.466	180.627
TCGA-A8-A0A6-01A	0	139.912	244.181	1227.46	1578.93	80.0053	1439.55	499.534	26.0673	146.828	213.326	1621.49	1137.39	162.788	924.059	337.811	11299.9	4924.59	88.8416	162.256	8587.84	181.407	2132.73	693.709	115.973	2955.18	2546.62	4780.95	996.941	2192.84	80.8618	111.052	570.821	8218.65	4582.52	150.552	402.181	2630.67	63.8383	872.988	4554.86	153.212	314.404	5207.08	17428.4	280.356	265.461	119.697	270.781
TCGA-A8-A0A9-01A	0	107.206	531.634	1217.44	1804.04	211.406	2511.13	1706.5	31.3415	884.593	325.132	149.385	2818.98	268.6	1807.85	83.4798	10153.8	22565.9	241.945	72.6421	11349.4	35.1494	344.464	1155.54	443.468	0	2.0504	2.3433	4962.8	5765.96	201.23	7.6245	2240.48	9221.73	16939.7	704.452	2162.57	5283.54	71.7633	4507.93	123.023	432.923	464.265	39.2501	11496.5	155.829	533.184	712.947	298.184
TCGA-A8-A0AD-01A	0	153.377	563.399	4580.39	3715.03	142.453	200.871	617.429	43.573	376.471	482.789	522.004	871.024	216.122	787.364	57.9521	11600.4	26376	189.542	103.268	6529.41	32.6797	2302.83	272.767	331.155	4.3573	10.8932	10.0218	3951.63	2633.12	233.551	0.4357	740.741	9651.42	15830.1	463.617	490.632	787.799999999999	53.5948	7531.49	838.344	232.244	989.107	84.9673	40115	1305.45	575.142	222.222	152.505
TCGA-AC-A23E-01A	0	181.29	317.334	1330.8	2033.02	161.4	1180.07	593.396	31.1831	244.879	233.873	527.362	1167.53	227.453	611.128	245.185	6296.24	4663.1	126.261	67.2577	7834	126.261	1169.37	320.697	268.725	954.448	1310	1264.75	5579.64	1763.99	153.164	29.7096	1398.04	3975.24	22664.9	219.505	839.193	8323.75	29.6545	6709.59	488.23	169.367	478.447	218.282	21325.6	593.702	275.65	145.521	127.484
TCGA-AC-A2B8-01A	0	165.029	275.384	1359	1697.15	108.73	1230.79	364.575	26.2031	220.207	147.14	1098.01	1589.57	170.572	1004.03	283.437	6122.45	5354.25	146.132	90.7029	5667.42	148.652	1002.02	354.245	171.328	297.304	300.831	335.853	2289.24	1584.78	127.488	9.3222	1140.09	6130.51	8256.49	165.281	1744.02	4116.65	33.7617	12855.1	503.401	103.301	300.579	1171.58	18381.7	259.511	340.98	129	185.689
