CLID	subtype	ACTR3B	ANLN	BAG1	BCL2	BIRC5	BLVRA	CCNB1	CCNE1	CDC20	CDC6	CDH3	CENPF	CEP55	CXXC5	EGFR	ERBB2	ESR1	EXO1	FGFR4	FOXA1	FOXC1	GPR160	GRB7	KIF2C	KRT14	KRT17	KRT5	MAPT	MDM2	MELK	MIA	MKI67	MLPH	MMP11	MYBL2	MYC	NAT1	ORC6L	PGR	PHGDH	PTTG1	RRM2	SFRP1	SLC39A6	TMEM45B	TYMS	UBE2C	UBE2T
TCGA-A2-A0T0-01A	1	492.127	1744.07	927.596	115.332	1247.55	525.874	1037	289.64	1985.87	801.098	2439.01	4281.37	487.867	96.9837	357.46	3418.35	85.8437	974.424	319.129	490.488	2670	584.196	503.267	967.543	832.225	1480.31	35.7136	395.471	3383.94	783.078	22.6503	2037.97	232.302	25820.9	2639.2	9947.38	67.1677	291.934	20.3141	726.722	1076.98	3086.11	8756.37999999999	2877.4	0.9829	961.859	1164.13	881.044
TCGA-A2-A0T2-01A	1	365.136	700.401000000001	1237.28	160.499	301.587	680.785	1057.51	402.14	1166.74	215.337	3849.75	842.621	340.615	469.461	539.006	3830.14	45.9206	78.0205	66.4289	10.2541	3228.27	233.17	565.314	502.006	660.276	12393.2	3090.95	152.474	1032.99	664.289	400.468	1460.54	1067.77	5621.04	1222.02	838.163	32.9915	129.737	14.7124	3455.19	367.811	835.488	10254.1	2905.04	5.35	468.538	1024.97	223.807
TCGA-A2-A0T3-01A	0	211.579	1367.92	1869.38	3614.34	1456.52	1203.84	1690.76	200.641	937.573	1415.11	572.857	4255.02	431.909	1561.06	535.354	6334.56	12734.1	492.538	21.5642	6029.53	202.203	760.059	457.223	891.32	1024.45	675.678	896.32	17727.3	1797.02	1320.73	30.5149	3061.49	6702.4	7534.03	2942.73	3521.84	235.956	449.098	9631.14999999999	191.265	507.54	798.5	1329.48	26544.3	24.6894	333.348	737.87	561.606
TCGA-A2-A0T4-01A	0	137.14	999.999999999999	2632.19	1580.28	413.768	1586.63	1472.91	91.264	391.41	479.746	618.35	2859.44	663.25	1043.44	165.935	8181.55	18824.8	412.396	55.6369	6069.79	146.413	1041	429.478	395.315	546.12	516.837	562.713	3940.95	2055.64	402.147	19.0337	3288.92	8966.81	5141.04	983.406999999999	2812.59	4053.68	71.7423	5661.08	936.066	621.279	1428.5	1078.09	36486.6	175.696	316.34	729.624	651.537
TCGA-A2-A0T5-01A	0	260.053	508.434	3592.37	2831.4	257.328	305.644	849.093000000001	47.0502	471.232	631.713	3383.97	2079.69	228.686	1460.75	471.597	9865.23	6638.83	331.905	252.758	6171.24	216.65	991.338	733.108	347.588	10956.9	17870.7	10132.6	6885.02	1373.58	230.874	289.534	1039.12	7188.47	3181.54	667.092	3475.52	7713.69	41.2146	7960.93	449.713	198.413	653.232	1545.73	30161	52.8859	504.276	348.318	509.529
TCGA-A2-A0T6-01A	0	124.244	172.914	1235.8	1540.51	33.9994	724.607	353.688	25.9976	94.6191	62.5756	123.337	485.187	64.994	606.106	299.274	12221.9	2865.48	32.6481	308.948	7320.44	131.197	999.093	441.657	67.7146	54.7158	67.7146	76.4813	1975.21	1481.26	60.1572	0.3023	435.006	4534.16	9461.31	70.7376	2239.72	2113.36	17.231	3945	165.961	58.6457	153.567	1230.05	7048.07	829.202	147.845	43.5308	54.1112
TCGA-A2-A0T7-01A	0	251.607	530.657	983.54	774.175	209.429	938.543	972.052000000001	39.5754	468.838	274.428	4903.59	1553.55	233.986	1485.09	605.76	7367.08	2607.35	173.323	78.8618	6773.16	301.582	1101.47	701.957	422.908	4139.24	4746.44	6642.59	774.464	2696.9	211.743	120.17	2398.21	2577.89	20905	656.315	1773.38	479.526	68.7514	607.337	846.971	250.451	411.064	7329.82	8083.19	385.643	372.277	344.912	331.046
TCGA-A2-A0YC-01A	0	142.654	412.301	1605.22	3596.81	253.323	1646.36	634.966	20.2164	326.594	321.469	61.2187	2461.28	325.171	1384.4	72.8929	14571.2	18512.8	152.62	8.8269	11155.8	44.4191	735.478	615.888	343.679	71.4692	124.146	93.9636	8853.64	3331.72	180.239	2.5626	1261.96	8124.72	15977.2	338.553	1004.56	7197.32	31.3212	17274.5	507.118	237.471	978.075000000001	216.116	65318.6	58.3713	432.153	291.572	245.16
TCGA-A2-A0YD-01A	0	124.326	403.253	1134.26	2209.52	110.408	1142.44	315.323	24.1565	228.36	97.5924	576.536	2942.91	175.537	1416.22	390.048	6255.9	14064.6	92.439	3.865	6669.78	264.433	793.623000000001	446.735	176.826	846.123	679.926	833.884	3247.93	1556.97	124.648	16.974	1136.65	7937.52	12959.8	270.875	1597.55	6160.88	19.3252	7391.52	363.314	120.783	557.211	1375.63	11932.7	257.67	280.029	220.63	223.529
TCGA-A2-A0YE-01A	1	1154.63	2397.34	318.631	228.137	935.745	386.248	2423.95	579.848	2150.19	505.387	4047.21	5096.64	752.218	903.992	3948.33	5692.65	12.3574	462.611	320.976	31.052	11791.8	270.596	328.264	1124.52	423.004	2954.37	1148.92	54.4994	864.068	628.327	372.155	2637.83	25.0317	2294.99	5595.69	591.255	72.8771	256.02	20.2788	7348.86	462.928	1735.74	11172.7	2392.9	2.218	1039.82	2286.76	673.953999999999
TCGA-A2-A0YF-01A	0	89.7981	873.273	9551.04	4722.37	361.666	3146.65	979.012	25.2391	295.43	334.75	129.649	2301.81	388.417	795.429999999999	72.5292	6705.63	38186	76.2487	149.309	12136	75.4516	2058.45	479.543	242.295	290.117	295.696	319.607	1698.99	3388.15	485.919	14.6493	3047.02	13693.1	1078.37	277.365	1727.68	5557.92	77.3114	1486.35	688.363	340.861	1644	475.558	215112	184.91	704.376	514.081	448.725
TCGA-A2-A0YH-01A	0	197.251	995.831999999999	1193.77	680.798	463.411	1143.06	1507.76	109.978	609.49	666.962	316.098	3483.1	474.324	787.583	64.5676	7059.16	11409.7	317.517	1078.49	5775.26	48.2483	1575.17	388.47	495.255	87.6275	144.036	164.612	299.069	2562.84	563.015	1.4191	2698	3017.65	4761.69	1449.58	2319.11	2617.83	141.197	518.177	953.259	361.508	614.102	31809.5	33125.7	404.435	758.159	749.623	467.228
TCGA-A2-A0YI-01A	0	168.157	124.031	1452.5	3015.21	43.6643	1903.1	246.571	11.9261	131.187	79.3083	328.861	410.256	90.9362	703.339	282.946	6090.64	21075.7	32.2004	13.715	9070.96	151.163	1178.59	240.608	105.546	686.047	328.563	684.258	5047.7	2189.92	53.071	23.4347	483.9	10237.9	2235.54	76.3268	1106.14	5847.64	39.9523	3659.5	846.452	94.2159	197.674	1203.04	16033.1	63.2081	168.241	76.9231	62.0155
TCGA-A2-A0YJ-01A	0	597.64	6489.02	976.989	38.6493	677.754	228.234	1165.58	87.8763	2331.57	282.75	6880.39	3762.41	591.538	121.644	1984.13	47534.2	20.7486	377.543	129.78	12.205	3626.12	22.3759	5563.47	1144.83	14190.4	1257.53	5102.12	873.067	1458.91	810.008	3343.12	2802.69	149.308	4502.85	2890.56	6341.74	15.8666	124.085	7.7299	11284.4	276.241	1453.21	41377.5	4547.19	6.9162	1092.2	1131	331.57
TCGA-A2-A0YK-01A	0	230.093	230.454	1103.68	1761.64	38.1622	437.43	352.183	32.5092	239.485	118.839	1576.34	1047.88	140.151	518.341	1004.89	4315.06	12827.8	103.668	612.257	5548.96	559.881	1265.33	316.062	191.082	4356.96	3196.02	6376.86	1103.87	2119.24	105.474	176.428	1040.66	4552.01	1527.57	247.431	2109.85	2659.25	33.5929	229.97	1239.32	161.101	477.163	14896.1	5037.48	65.3797	195.016	163.63	104.752
TCGA-A2-A0YL-01A	0	215.584	586.53	1032.86	2510.45	308.18	1201.89	849.203	38.44	445.583	167.855	1946.66	2539.6	353.007	767.839	837.966	4467.05	4636.18	202.13	33.9553	5897.97	318.411	1289.34	660.527	450.709	2726.68	2725.07	5164.41	1621.85	1780.73	235.445	271.053	1914.63	3876.03	11239.5	299.191	4008.33	1029.87	32.9943	9092.09	1132.7	274.846	860.735	12391.4	5687.84	195.403	398.578	316.169	229.679
TCGA-A2-A0YM-01A	1	261.514	3780.76	814.113	447.342	1456.36	234.715	1814.7	2230.82	8140.81	723.581	6639.46	6744.89	1310.81	156.673	866.696	4102.94	39.7572	598.125	147.249	46.5307	2391.32	125.751	869.063	1287.25	909.409	17325.6	12309.4	400.223	2273.23	1823.24	190.902	9197.76	168.747	2195.48	2961.18	6827.05	23.8543	249.734	11.4854	19276.9	822.533	2319.76	5114.55	1946.34	11.1909	2948.26	1733.71	939.448
TCGA-A2-A0YT-01A	0	143.214	1252.51	1075.3	1009.51	728.471	1048.88	2033.58	96.2848	708.786	485.739	505.967	3787.2	683.973	1270.04	107.882	6193.51	15412.6	443.396	1517.9	5329.38	142.944	1509.54	349.268	725.238	245.162	360.326	578.518	471.984	4751.13	341.986	5.3941	4010.79	5045.92	1980.99	1558.9	1303.22	759.76	263.772	56.0987	302.07	436.383	2313.53	562.066	9874.45000000001	839.053	907.31	1240.11	645.675
TCGA-A2-A1FV-01A	0	527.733	647.036	997.583	6903.75	133.482	1000.08	876.512	17.9563	158.259	191.433	272.997	1965.76	226.432	429.43	244.687	5601.46	15927.9	68.4775	507.038	11019.7	286.692	1711.33	540.516	206.954	580.994	351.214	707.601	4401.13	2421.06	203.911	25.2149	1162.6	11186.2	2046.11	73.0427	5181.47	165.868	22.5215	164.65	199.65	230.998	315.605	1551.55	33414.3	65.7384	414.243	240.737	254.736
TCGA-A2-A1FW-01A	0	90.4977	1069.65	880.646999999999	2504.86	537.646	1523.63	1278.54	35.9024	613.901	268.526	548.031	1418.29	313.923	1026.63	231.731	2968.62	32049.3	212.15	439.137	14198.1	66.7606	2537.5	332.913	583.043	379.497	442.994	719.828	1032.56	4010.09	219.272	9.1981	5241.15	3788.44	1206.14	334.397	2242.27	593.725	205.326	76.2555	249.536	340.627	1547.07	846.525	20771.5	163.193	789.327	980.046	1045.32
TCGA-A2-A1FX-01A	0	173.313	592.783	2230.53	1476.41	399.691	315.483	1398.14	49.8274	521.292	905.017	557.037	1407.62	473.089	1658.38	119.965	5051.25	14058.4	227.202	43.0573	5713.09	115.09	1524.88	574.369	770.97	220.974	262.406	369.914	2524.41	5238.37	264.031	5.7112	2443.44	6974.21	2246.56	711.665	1721.48	1156.05	121.86	3479.29	109.133	517.771	1757.77	587.909	48507.5	127.818	839.41	887.956	635.299
TCGA-A2-A1FZ-01A	0	290.029	296.235	1720.65	2778.65	73.1692	1199.42	457.592	50.8895	223.417	172.114	590.815	1645.43	212.247	1143.57	455.11	8683.08	19629.3	124.121	55.4406	11798.1	139.843	2562.68	474.969	223.417	1167.56	632.189	1453.45	6701.7	3590.4	120.811	31.0302	1159.29	5599.92	18121.6	295.821	986.347000000001	12934.6	49.6483	7258.37	486.14	141.498	381.051	2542.82	13029	24.4104	347.476	143.153	234.175
TCGA-A2-A1G0-01A	0	101.907	346.811	812.134	4031.23	29.3491	1033.53	334.32	15.1216	144.97	90.4011	405.325	723.537	95.332	1266.6	544.704	18863.6	4233.73	26.956	18.0802	6467.46	203.156	738.001	1342.87	132.807	1298.82	2216.96	2760.03	18173.2	3158.45	38.7903	29.8258	570.348	7765.94	4429.32	74.2932	3113.08	1116.7	22.3537	6574.36	352.4	73.6358	150.23	4148.92	26047	557.199	195.007	70.0197	68.0473
TCGA-A2-A1G4-01A	0	239.26	1447.62	2935.9	3172.59	396.961	1493.66	982.254	64.1316	539.637	725.454	44.6728	2048.92	618.568	2246.25	82.7681	3692.77	47054.7	243.919	14.2515	10581.4	55.0874	1139.57	571.154	573.621	61.1168	38.0952	61.939	1773.48	3214.25	568.962	6.468	4004.11	9595.89	1017.06	479.068	1532.03	85.7828	190.75	3997.45	314.628	369.168	1733.2	295.718	107336	127.989	1709.22	438.78	164.44
TCGA-A2-A1G6-01A	1	218.479	51.3676	1562.71	2912.94	20.4003	1247.5	249.166	9.006	40.6938	36.3576	2905.6	154.436	27.6851	697.465	948.958999999999	5642.09	5915.28	11.0073	58.7058	6022.01	830.887	862.909	588.059	28.6858	8596.06	9458.97	14013.3	1831.89	2792.19	20.0133	495.647	92.3949	5131.75	133.422	20.6805	2705.14	518.346	15.3436	6081.05	1460.97	39.3596	47.3649	28139.8	36170.1	296.197	180.34	22.3482	30.3536
TCGA-A2-A259-01A	0	244.175	367.352	1917.42	3009.42	44.7603	634.856	372.951	29.2388	186.009	158.014	3025.6	524.122	104.202	682.758	435.466	3591.71	20583.5	52.8787	80.8734	4998.91	161.747	1038.29	277.769	138.729	2329.46	3424.68	4133.25	3918.94	2763.07	74.9634	114.19	677.159	5191.14	3252.35	131.575	4345.08	405.611	162.058	7560.66	389.747	108.868	228.934	4289.4	29739.6	909.513999999999	376.571	106.691	110.112
TCGA-A2-A25A-01A	0	142.663	568.841	1397.41	1763.59	145.439	1452.9	638.134	35.3261	457.654	113.904	1812.27	1432.29	241.621	736.413	756.784	2998.87	3290.99	104.167	17.4366	4226	544.837	910.326	345.562	343.071	5607.79	5424.82	5287.36	1599.86	1989.58	243.207	162.038	1425.95	4201.99	2129.53	337.409	2537.59	3626.59	43.9312	7264.28	927.31	234.149	740.263	8079.94	12405.1	102.129	519.567	309.556	206.069
TCGA-A2-A25B-01A	0	253.585	3644.95	652.355	1125.29	2439.27	2920.71	1906.37	37.2109	1046.73	501.314	227.055	9092.55	1318.58	647.745	1403.32	2917.96	3445.8	807.959	50.3036	9968.73	58.5727	2352.21	345.235	989.19	0	21.0173	4.1345	334.554	4316.81	435.85	3.5729	3595.33	4468.75	5068.61	1174.56	1526.68	641.199	400.706	352.815	139.541	598.82	3042.34	29.2864	37123.7	428.959	1595.83	1162.15	758.345
TCGA-A2-A25C-01A	0	76.3123	2200.93	2783	1126.82	332.805	2998.9	1344.07	91.0895	466.476	496.692	387.075	4893.03	591.972	458.094	178.209	7609.62	3653.95	429.863	4.8522	10283.6	119.321	1400.53	495.589	328.849	259.153	455.227	577.636	1483.46	2902.96	625.717	5.3176	5803.26	7244.82	5875.61	595.501	989.413000000001	13463.2	165.637	1222.37	142.038	341.641	2196.52	310.984	20650.9	187.472	316.023	486.546	698.721
TCGA-A2-A25D-01A	0	233.816	587.586	2696.8	869.002	509.524	1152.32	844.631	29.3222	502.285	379.284	437.928	2504.19	435.644	723.915	59.4059	9604.72	2331.3	262.757	485.149	2986.67	173.267	1295.51	792.079	438.69	672.886	862.909	906.321	3117.67	1409.75	389.185	20.9825	1195.35	7520.56	1889.57	827.494	7635.19	136.329	143.564	23.2292	111.957	484.006	769.231	602.437	2788.27	188.5	484.486	521.706	741.051
TCGA-A2-A3KC-01A	0	147.701	573.762	2202.72	1248.71	188.475	967.158	819.457	52.5475	251.731	204.864	1021.13	4164.74	269.128	1604.83	706.899	14814.1	9598.79	174.33	294.337	6987.75	461.921	1006.57	1255.81	202.024	2546.42	2120.36	1986.15	1915.5	1436.18	230.428	57.8732	2252.8	11474.2	12554.6	524.41	4124.98	6589.74	56.453	2721.26	2227.23	247.47	970.353	5386.47	68502.7999999999	77.046	687.051	584.058	637.316
TCGA-A2-A3KD-01A	0	214.056	624.972	2599.67	554.411	196.896	1738.83	723.995	46.8433	375.932	336.501	688.715	2130.78	281.949	1865.43	463.986	8941.43	14320.4	181.74	174.921	10698.1	207.534	898.323	376.525	271.869	1657.3	718.066	1876.7	2245.22	1747.73	178.775	50.7864	1812.06	7870.26	514.683	405.58	2482.4	505.492	33.2054	2968.93	573.385	169.584	1011.58	3561.57	108549	212.277	364.177	276.019	268.904
TCGA-A2-A3XS-01A	1	927.446	1052.2	1579.77	414.642	749.37	385.752	808.273	664.478	1413.66	518.713	1758.04	1499.02	334.537	248.194	432.367	6533.81	24.9508	224.885	117.859	95.5351	2148.39	192.383	1635.92	837.82	2935.98	7101.44	1508.54	629.022	1012.8	757.387	1442.71	2045.96	344.058	8577.15000000001	2117.2	2707.81	36.4412	267.892	22.6527	5552.86	1431.39	1934.67	8353.91	2392.65	28.562	2057.38	1593.24	499.015
TCGA-A2-A3XT-01A	1	388.922	1598.04	1581.8	168.513	2054.73	989.008	1936.56	157.179	2865.02	446.187	1461.74	8100.56	693.141	479.591	120.793	1346.02	1005.11	981.253000000001	268.428	4.7721	1528.25	321.815	202.812	1543.46	917.129	387.729	650.789	54.8786	1860.5	1039.11	1193.31	3028.46	475.714	790.073	2129.83	6165.49	45.6328	209.97	17.5969	1344.23	1302.77	831.53	1080.87	1023.9	1.4913	1071.38	2189.78	1377.93
TCGA-A2-A3XU-01A	1	762.57	645.923	2151.45	45.6272	1594.83	383.269	3131.61	516.976	3264.13	470.952	2586.47	2267.47	557.446	199.966	107.918	3224.06	181.319	517.77	827.638	15.8703	5066.61	32.1374	517.373	1254.15	910.164	534.037	21189.3	478.887	1975.46	409.058	231.413	901.435	171.4	347.164	1141.47	18166	88.8739	339.625	10.7125	77486.2000000001	2524.57	1212.1	4753.56	1709.63	43.6434	578.764	835.177	1430.71
TCGA-A2-A3XW-01A	0	158.044	179.305	4134.17	1705.88	163.944	2394.05	373.14	40.0425	478.738	132.176	2054.22	291.637	99.2204	1751.95	462.792	9997.87	1610.91	56.343	637.137	1937.28	541.814	158.753	1019.49	231.042	198348	2947.2	173381	3047.48	1224.66	75.4784	49.6102	705.882	3844.44	3610.91	376.329	11149.9	258.682	65.202	241.673	5722.89	408.575	393.692	1388.38	9972.01	191.708	450.507	372.431	149.539
TCGA-A2-A3XX-01A	1	849.97	2915.95	718.838	392.426	791.332	719.39	1565.59	281.038	1856.22	547.682	9180.7	4662.5	617.599	310.856	318.382	7411.53	40.7849	767.372	372.89	55.865	4128.18	72.316	1897.35	1365.09	2058.09	5297.23	811.927	412.304	750.921	532.945	1453.92	2290.12	295.776	6363.12	2907.38	7233.66	34.9584	662.497	35.6439	1901.81	686.488	1096.39	27751.9	3648.36	3.77	2389.88	2135.21	2856.65
TCGA-A2-A3XY-01A	1	547.343	701.357	1095.42	538.918	409.269	761.909	1027.29	1504.07	1707.06	336.462	4386.64	1714.43	572.353	289.599	494.949	4162.33	56.6035	272.487	247.476	63.9751	2301.52	115.313	334.619	787.183	6912.47	19481.3	7956.08	151.908	705.306	576.039	1807.73	10100.7	142.693	16821.5	1526.98	3625.26	33.1723	354.627	88.9491	5059.3	482.051	841.154	5558.46	2938.38	5.2654	659.362	1000.7	448.616
TCGA-A2-A3Y0-01A	0	505.336	1195.54	1720.65	120.177	1832.26	913.48	2519.79	1207.36	5077	790.019	7657.21	2058.45	1018.22	1444.1	429.789	2386.15	595.305	362.831	398.293	65.3424	509.933	91.939	494.172	2222.3	3550.82	12926	36952.3	43.671	1755.71	1129.21	376.901	3434.25	566.738	3778.69	4298.48	3291.42	49.9097	530.948	7.2238	9123.63	2096.87	3235.92	252.175	2064.69	60.7454	1403.28	2740.44	702.677
TCGA-A2-A4RW-01A	0	130.751	386.804	1525.15	1471.55	78.4806	934.625	275.424	96.8523	503.027	151.937	998.184	1492.74	119.855	1134.99	285.708	10614.4	4861.38	113.802	1679.18	5320.82	124.092	1342.62	472.155	326.271	1211.26	800.847	1390.44	3978.21	1789.95	172.518	46.0714	751.211	8336.56	22934	534.504	1760.29	1538.14	76.8765	3242.13	191.889	128.935	492.131	1175.54	15517.6	6.6586	401.289	282.082	222.155
TCGA-A2-A4RX-01A	0	219.912	877.757	1455.19	534.341	156.654	307.498	1123.5	128.544	1051.04	432.262	8374.92	1612.48	262.13	420.29	1300.56	5597.35	168.872	194.707	54.1903	101.449	2564.59	85.0662	792.061	325.772	141748	103190	50575.9	306.868	1189.67	388.154	1443.13	1463.77	483.932	17774.4	866.415	3344.05	90.7372	185.255	296.169	1983.62	379.962	676.749	33694.4	2691.87	59.8614	1314.68	464.398	180.214
TCGA-A2-A4RY-01A	0	226.87	130.905	1419.03	1499.02	61.9537	1035.43	255.413	29.0354	132.874	92.5197	3473.92	402.067	57.5787	1192.91	873.012	10229.3	1712.6	37.8937	478.839	3236.71	733.76	592.52	1009.35	80.7087	11151.1	7086.12	13782	2539.86	1360.73	52.6575	619.35	415.354	10083.2	3544.29	161.417	3537.89	1417.32	38.878	3346.71	1406.99	66.437	185.039	16031.5	6384.84	202.264	233.824	81.6929	67.4213
TCGA-A2-A4S0-01A	0	221.73	62.606	8548.45	4536.85	45.4467	631.277	298.422	8.8692	82.4312	80.866	7.8257	230.077	40.6939	1675.23	7.304	3798.1	28131	14.0863	3.1303	13703.4	40.6939	642.755	642.755	52.1716	40.1722	37.0419	28.6944	1890.7	2055.04	28.6944	3.172	283.814	13984.1	1814.01	33.3899	3237.25	83.4746	40.1722	18547.8	194.078	70.9534	165.384	103.822	20805	9.9126	92.9229	60.5191	76.1706
TCGA-A2-A4S1-01A	0	181.23	341.19	817.323	326.725	293.823	2059.9	517.315	39.9898	457.755	181.23	120.82	354.803	128.478	1320.51	98.6982	154.854	99.5491	83.383	69.7694	0.8508	1229.47	51.9016	1.7017	307.156	4.2542	53.6033	6.8068	28.0779	602.399	106.356	5.1051	598.145	1313.71	1007.4	374.373	1745.09	128.478	218.668	4.2542	849.996	372.671	630.477	29.7796	851.697	7.6576	374.509	212.712	154.854
TCGA-A2-A4S2-01A	0	179.244	144.774	2088.01	3112.15	92.2418	1082.36	658.87	29.0533	188.6	109.812	347.162	698.757	95.5312	1187.25	114.224	7560.26	5762.4	78.7886	79.7735	7442.57	150.683	1193.16	741.598	130.986	1523.58	1325.62	1589.56	4917.89	1297.55	112.766	57.1808	571.217	10209.5	10261.7	255.571	2018.47	6761.54	42.8413	4900.65	387.049	130.001	264.927	1380.77	11214.6	49.7353	210.508	158.07	207.313
TCGA-A2-A4S3-01A	0	151.695	1229.69	1090.81	141.474	2309.47	1476.6	1512.1	230.231	2072.62	1366.86	608.929	3240.45	1324.91	1050.56	40.8822	4935.99	12211.9	477.676	537.924	7931.68	64.0129	879.505	425.498	848.843	251.21	197.418	219.473	451.318	1502.42	932.76	14.567	4288.86	5524.48	3376.01	3508.88	1030.66	254.438	327.596	1774.99	3791.29	1168.37	2935.99	189.349	12570.7	121.571	873.088	1374.93	699.839
TCGA-A7-A0CD-01A	0	93.0774	490.401	4218.17	5290.87	281.416	1663.47	799.302	33.4497	324.607	504.363	674.52	1814.43	293.194	1757.13	44.2118	15139	22543.9	225.131	120.128	12509.3	136.417	1447.06	1436.59	292.903	82.6062	38.3944	75.9162	3100.64	6679.76	148.342	10.3927	1336.53	11962.5	5482.26	315.009	3679.76	2036.94	41.5939	11499.5	41.0122	224.549	659.395	115.474	14548.6	3628.85	650.8	268.761	212.915
TCGA-A7-A0CE-01A	1	2216.46	1574.03	3968.48	239.003	1120.81	357.996	2458.51	594.627	1624.21	888.549999999999	7169.76	7914.23	1138.74	77.2947	1036.36	7516.23	814.306	869.226	236.291	238.325	2634.8	289.855	523.095	1161.79	828.884	55989.2	50159.8	224.426	1784.22	1234	481.214	4338.33	285.109	835.664	1195.36	2869.73	82.3799	204.085	133.571	10319.9	423.087	1551.32	13968.6	7851.85	27.1209	994.559	987.202	1035.34
TCGA-A7-A0CG-01A	0	126.766	557.692	2780.72	1197.02	152.41	983.516	598.509	43.1711	288.462	163.658	743.721	1716.64	266.091	522.37	527.08	6023.16	21613.4	317.504	466.64	8230.77	297.488	2262.56	216.641	224.097	2866.95	1253.14	3090.66	2213.11	2749.61	349.294	116.562	1529.43	8851.26	709.576	441.915	740.581	10908.9	29.0424	443.878	1456.83	200.157	1825.35	5296.7	10023.5	120.879	342.928	232.732	279.827
TCGA-A7-A0CJ-01A	0	303.048	484.197	1392.75	5026.13	717.532	2951.6	2373.81	32.8333	906.878	410.227	264.553	1706.2	496.651	1320.12	32.0785	3577.32	21240.9	316.256	152.09	10893.1	60.7604	1257.48	244.929	696.669	545.335	920.087	742.334	2171.53	2103.59	223.795	25.0099	767.242	5080.1	4944.24	3646	2845.17	1099.73	152.467	13296.1	80.3849	543.07	1869.23	258.515	65257.1	112.463	1296.19	946.882	740.07
TCGA-A7-A0D9-01A	0	412.515	353.232	3230.15	4532.32	84.965	1682.59	422.396	167.97	118.979	105.805	821.737	526.142	137.094	2320.71	163.442	5291.48	8637.3	51.8732	983.944	6834.91	272.54	999.999999999999	300.123	145.327	411.692	1614.66	4676.41	543.433	2358.58	136.682	1.7168	685.056	6079.46	10309.2	166.324	2199.67	207.905	82.7501	217.785	121.861	96.3359	427.336	368.876	34852.6	321.943	286.999	118.156	148.209
TCGA-A7-A0DA-01A	1	667.336	2753.68	1559.76	272.423	612.905	354.418	567.938	100.067	832.329	211.847	3425.37	3788.49	501.673	200.469	1179.38	5035.81	35.4752	250.335	117.805	27.7778	1214.52	485.274	731.928	904.619	913.989	11628.5	29021.1	279.116	1739.29	429.719	608.939	2460.84	41.1647	22405.3	611.78	3067.6	67.2691	148.26	37.8179	4287.15	343.373	941.098	14205.5	2466.53	1.6734	1224.08	686.412	350.736
TCGA-A7-A0DB-01A	0	310.375	510.777	1485.4	1632.34	160.686	1001.63	1011.97	76.6357	370.917	175.879	545.646	1257.97	203.851	816.17	164.767	8405.79	23208	173.197	51.7291	7111.79	67.0562	2262.67	235.272	215.73	1473.32	2793.75	2268.8	4110.36	1911.29	205.384	37.084	992.432	8168.22	2996.84	490.085	659.067	5070.22	22.6075	7853.85	916.563	262.477	936.105	1304.34	28970.2	278.188	298.979	301.562	256.73
TCGA-A7-A0DC-01A	0	212.172	193.244	1199.49	4500.17	33.056	548.898	614.229	55.8667	108.07	301.619	220.109	583.09	101.964	1200.07	8.8532	9705.85	51776.6	54.035	91.5848	8209.66	39.992	1191.21	750.69	158.747	105.323	206.982	144.704	6188.39	5243.84	77.2365	5.9835	600.491	10999.6	758.017	523.865	4119.48	324.21	132.798	67.7728	111.734	94.0271	159.052	95.5535	76816.8000000001	330.316	425.201	206.371	139.82
